LA_NAME,SCHOOL,ID,PCODE,ESTAB,P_CON,P_CON_NUM,WARD,WARD_NUM,LA_NUM,LAESTAB,OPEN,SEX,NUM_FSM,PER_FSM,SCH_TYPE,ADMIN_POL,DENOM,GIRL,BOY,STUDENT,NUM_BRIT_W,BRIT_W,NUM_IRISH,IRISH,NUM_IRISH_T,IRISH_T,NUM_WHITE_O,WHITE_O,NUM_GYPSY_ROMA,GYPSY_ROMA,NUM_CARIB_WB,CARIB_WB,NUM_AFRICA_WB,AFRICA_WB,NUM_ASIAN_WA,ASIAN_WA,NUM_MIXED_O,MIXED_O,NUM_INDIAN,INDIAN,NUM_PAKIST,PAKIST,NUM_BANG,BANG,NUM_ASIAN_O,ASIAN_O,NUM_CARIB,CARIB,NUM_AFRICA,AFRICA,NUM_BLACK_O,BLACK_O,NUM_CHIN,CHIN,NUM_OTHER,OTHER,NUM_UNCLASS,UNCLASS,NUM_ENGLISH,ENGLISH,NUM_ENGLISH_NO,ENGLISH_NO,NUM_LAN_UNCLASS,LANG_UNCLASS,LA_BRIT_W,LA_IRISH,LA_IRISH_T,LA_WHITE_O,LA_GYPSY_ROMA,LA_CARIB_WB,LA_AFRICA,LA_AFRICA_WB,LA_ASIAN_WA,LA_MIXED_O,LA_INDIAN,LA_PAKIST,LA_BANG,LA_ASIAN_O,LA_CARIB,LA_BLACK_O,LA_CHIN,LA_OTHER,LA_UNCLASS,DIFF_BRIT_W,DIFF_IRISH,DIFF_IRISH_T,DIFF_WHITE_O,DIFF_GYPSY_ROMA,DIFF_CARIB_WB,DIFF_AFRICA,DIFF_AFRICA_WB,DIFF_ASIAN_WA,DIFF_MIXED_O,DIFF_INDIAN,DIFF_PAKIST,DIFF_BANG,DIFF_ASIAN_O,DIFF_CARIB,DIFF_BLACK_O,DIFF_CHIN,DIFF_OTHER,INTEG
Hackney,Grazebrook Primary School,100258,N16 0QP,2864,Hackney North and Stoke Newington,E14000720,Clissold,E05009369,E09000012,2042864,,Mixed,87,17.8,State-funded primary,Not applicable,No religious character,240,250,490,129,35.8,6,1.7,1,0.3,70,19.4,0,0,20,5.6,5,1.4,2,0.6,24,6.7,5,1.4,4,1.1,4,1.1,2,0.6,20,5.6,24,6.7,3,0.8,1,0.3,40,11.1,0,0,236,65.6,124,34.4,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,20.0474468,0.8953509,0.0851312,2.4645439,0.1031601,2.3848423,14.8982944,0.0417248,0.2596678,2.3879062,3.3522437,0.2376431,3.8723187,0.6757471,5.2662013,3.0547505,0.3499089,4.9963584,65.3732401
Hackney,Hackney New School,139595,E8 4DL,4002,Hackney South and Shoreditch,E14000721,De Beauvoir,E05009371,E09000012,2044002,02/09/2013,Mixed,88,30.6,State-funded secondary,Comprehensive,No religious character,130,155,288,44,15.3,6,2.1,0,0,48,16.7,0,0,12,4.2,6,2.1,2,0.7,22,7.6,0,0,0,0,1,0.3,2,0.7,66,22.9,58,20.1,10,3.5,0,0,10,3.5,1,0.3,173,60.1,115,39.9,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,0.4525532,1.2953509,0.3851312,0.2354561,0.1031601,0.9848423,1.4982944,0.7417248,0.1596678,3.2879062,4.7522437,1.3376431,4.6723187,0.5757471,12.0337987,0.3547505,0.6499089,2.6036416,36.1241393
Hackney,Lubavitch House School (Senior Girls),138143,N16 5RP,4000,Hackney North and Stoke Newington,E14000720,Stamford Hill West,E05009384,E09000012,2044000,01/06/2012,Girls,3,2.6,State-funded secondary,Comprehensive,Jewish,115,0,114,93,81.6,0,0,0,0,17,14.9,0,0,0,0,0,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.8,1,0.9,90,78.9,24,21.1,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,65.8474468,0.8046491,0.3851312,2.0354561,0.1031601,3.2151577,21.5982944,1.3582752,0.0403322,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,4.3036416,131.7124515
Hackney,Rushmore Primary School,130302,E5 0LE,2533,Hackney North and Stoke Newington,E14000720,Lea Bridge,E05009380,E09000012,2042533,01/09/1995,Mixed,75,15.7,State-funded primary,Not applicable,No religious character,215,265,478,88,24.5,5,1.4,3,0.8,70,19.5,1,0.3,19,5.3,1,0.3,2,0.6,26,7.2,23,6.4,10,2.8,26,7.2,3,0.8,35,9.7,36,10,4,1.1,0,0,5,1.4,2,0.6,212,59.1,147,40.9,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,8.7474468,0.5953509,0.4148688,2.5645439,0.1968399,2.0848423,11.5982944,1.0582752,0.2596678,2.8879062,1.6477563,1.4623569,2.2276813,0.4757471,1.1662013,2.7547505,0.6499089,4.7036416,45.4960801
Hackney,Lauriston School,100229,E9 7JS,2376,Hackney South and Shoreditch,E14000721,Victoria,E05009386,E09000012,2042376,,Mixed,82,17.6,State-funded primary,Not applicable,No religious character,240,225,465,129,36.9,9,2.6,0,0,69,19.7,0,0,11,3.1,4,1.1,14,4,26,7.4,1,0.3,0,0,5,1.4,6,1.7,15,4.3,36,10.3,16,4.6,0,0,7,2,2,0.6,230,65.7,120,34.3,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,21.1474468,1.7953509,0.3851312,2.7645439,0.1031601,0.1151577,11.2982944,0.2582752,3.1403322,3.0879062,4.4522437,1.3376431,3.5723187,0.4242529,6.5662013,0.7452495,0.6499089,4.1036416,65.9470583
Hackney,Lubavitch Ruth Lunzer Girls Primary School,134639,N16 5RP,3664,Hackney North and Stoke Newington,E14000720,Stamford Hill West,E05009384,E09000012,2043664,01/04/2004,Girls,10,6.1,State-funded primary,Not applicable,Jewish,165,0,164,92,72.4,0,0,0,0,31,24.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3.1,0,0,98,77.2,29,22.8,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,56.6474468,0.8046491,0.3851312,7.4645439,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,3.0036416,127.4608749
Hackney,St Monica's Roman Catholic Primary School,100268,N1 6NT,3553,Hackney South and Shoreditch,E14000721,Hoxton East & Shoreditch,E05009377,E09000012,2043553,,Mixed,82,33.9,State-funded primary,Not applicable,Roman Catholic,115,125,242,5,2.8,3,1.7,0,0,10,5.7,0,0,2,1.1,4,2.3,2,1.1,3,1.7,1,0.6,0,0,0,0,1,0.6,14,8,119,67.6,7,4,0,0,5,2.8,0,0,30,17,146,83,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,12.9525532,0.8953509,0.3851312,11.2354561,0.1031601,2.1151577,46.0017056,0.9417248,0.2403322,2.6120938,4.1522437,1.3376431,4.9723187,0.6757471,2.8662013,0.1452495,0.6499089,3.3036416,95.5856195
Hackney,Yesodey Hatorah Senior Girls School,133599,N16 6UB,4318,Hackney North and Stoke Newington,E14000720,Springfield,E05009383,E09000012,2044318,01/09/2005,Girls,8,2.5,State-funded secondary,Comprehensive,Jewish,325,0,325,317,97.5,0,0,0,0,5,1.5,0,0,0,0,0,0,0,0,2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3,0,0,267,82.2,58,17.8,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,81.7474468,0.8046491,0.3851312,15.4354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,3.7120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,5.8036416,162.7317871
Hackney,St John and St James CofE Primary School,132137,E9 6DX,3000,Hackney South and Shoreditch,E14000721,Homerton,E05009376,E09000012,2043000,01/09/2000,Mixed,58,21.1,State-funded primary,Not applicable,Church of England,140,135,275,38,18.2,1,0.5,0,0,22,10.5,0,0,6,2.9,6,2.9,2,1,7,3.3,1,0.5,0,0,4,1.9,1,0.5,19,9.1,82,39.2,15,7.2,0,0,5,2.4,0,0,141,67.5,68,32.5,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,2.4474468,0.3046491,0.3851312,6.4354561,0.1031601,0.3151577,17.6017056,1.5417248,0.1403322,1.0120938,4.2522437,1.3376431,3.0723187,0.7757471,1.7662013,3.3452495,0.6499089,3.7036416,49.1898113
Hackney,St Mary's Church of England Primary School Stoke Newington,100271,N16 0JT,3618,Hackney North and Stoke Newington,E14000720,Stoke Newington,E05009385,E09000012,2043618,,Mixed,55,24.4,State-funded primary,Not applicable,Church of England,110,115,225,24,14.1,0,0,0,0,30,17.6,0,0,10,5.9,0,0,0,0,11,6.5,2,1.2,2,1.2,0,0,2,1.2,37,21.8,24,14.1,18,10.6,1,0.6,9,5.3,0,0,111,65.3,59,34.7,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,1.6525532,0.8046491,0.3851312,0.6645439,0.1031601,2.6848423,7.4982944,1.3582752,0.8596678,2.1879062,3.5522437,0.1376431,4.9723187,0.0757471,10.9337987,6.7452495,0.0499089,0.8036416,45.4695747
Hackney,Holmleigh Primary School,100257,N16 5PU,2863,Hackney North and Stoke Newington,E14000720,Stamford Hill West,E05009384,E09000012,2042863,,Mixed,66,28.2,State-funded primary,Not applicable,No religious character,120,115,234,12,6.9,1,0.6,0,0,37,21.4,0,0,6,3.5,4,2.3,0,0,15,8.7,9,5.2,2,1.2,5,2.9,1,0.6,18,10.4,32,18.5,1,0.6,2,1.2,27,15.6,1,0.6,51,29.5,122,70.5,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,8.8525532,0.2046491,0.3851312,4.4645439,0.1031601,0.2848423,3.0982944,0.9417248,0.8596678,4.3879062,0.4477563,0.1376431,2.0723187,0.6757471,0.4662013,3.2547505,0.5500911,9.4963584,40.6833395
Hackney,The City Academy Hackney,135835,E9 6EA,6908,Hackney South and Shoreditch,E14000721,Homerton,E05009376,E09000012,2046908,01/09/2009,Mixed,347,33.3,State-funded secondary,Comprehensive,No religious character,440,600,1041,112,10.8,8,0.8,0,0,178,17.1,0,0,43,4.1,12,1.2,7,0.7,34,3.3,53,5.1,13,1.2,74,7.1,18,1.7,125,12,242,23.2,45,4.3,8,0.8,41,3.9,28,2.7,622,59.8,419,40.2,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,4.9525532,0.0046491,0.3851312,0.1645439,0.1031601,0.8848423,1.6017056,0.1582752,0.1596678,1.0120938,0.3477563,0.1376431,2.1276813,0.4242529,1.1337987,0.4452495,0.1500911,2.2036416,16.3967367
Hackney,Millfields Community School,100231,E5 0SH,2421,Hackney North and Stoke Newington,E14000720,Lea Bridge,E05009380,E09000012,2042421,,Mixed,138,20.6,State-funded primary,Not applicable,No religious character,335,340,671,121,23.2,5,1,0,0,82,15.7,0,0,13,2.5,3,0.6,6,1.1,31,5.9,48,9.2,10,1.9,40,7.7,34,6.5,27,5.2,41,7.9,43,8.2,0,0,16,3.1,2,0.4,315,60.3,205,39.3,2,0.4,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,7.4474468,0.1953509,0.3851312,1.2354561,0.1031601,0.7151577,13.6982944,0.7582752,0.2403322,1.5879062,4.4477563,0.5623569,2.7276813,5.2242529,5.6662013,4.3452495,0.6499089,3.0036416,52.9935595
Hackney,Morningside Primary School,100232,E9 6LL,2431,Hackney South and Shoreditch,E14000721,Homerton,E05009376,E09000012,2042431,,Mixed,152,33.6,State-funded primary,Not applicable,No religious character,235,220,453,17,4.9,2,0.6,0,0,65,18.7,0,0,6,1.7,1,0.3,0,0,9,2.6,22,6.3,0,0,28,8,4,1.1,52,14.9,88,25.3,14,4,14,4,25,7.2,1,0.3,114,32.8,234,67.2,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,10.8525532,0.2046491,0.3851312,1.7645439,0.1031601,1.5151577,3.7017056,1.0582752,0.8596678,1.7120938,1.5477563,1.3376431,3.0276813,0.1757471,4.0337987,0.1452495,3.3500911,1.0963584,36.8712631
Hackney,New Regent's College,134635,E5 8AD,1103,Hackney North and Stoke Newington,E14000720,Hackney Downs,E05009373,E09000012,2041103,01/09/2010,Mixed,36,42.9,Pupil referral unit,Not applicable,No religious character,30,55,84,9,10.7,2,2.4,0,0,10,11.9,0,0,3,3.6,1,1.2,0,0,5,6,4,4.8,0,0,1,1.2,1,1.2,14,16.7,22,26.2,8,9.5,0,0,4,4.8,0,0,71,84.5,13,15.5,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,5.0525532,1.5953509,0.3851312,5.0354561,0.1031601,0.3848423,4.6017056,0.1582752,0.8596678,1.6879062,0.0477563,1.3376431,3.7723187,0.0757471,5.8337987,5.6452495,0.6499089,1.3036416,38.5301125
Hackney,The Bridge Academy,131609,E2 8BA,6907,Hackney South and Shoreditch,E14000721,Haggerston,E05009375,E09000012,2046907,06/09/2007,Mixed,587,54.9,State-funded secondary,Comprehensive,No religious character,540,530,1070,134,12.5,6,0.6,1,0.1,215,20.1,0,0,28,2.6,18,1.7,4,0.4,26,2.4,38,3.6,2,0.2,78,7.3,10,0.9,155,14.5,216,20.2,34,3.2,20,1.9,79,7.4,6,0.6,551,51.5,518,48.4,1,0.1,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,3.2525532,0.2046491,0.2851312,3.1645439,0.1031601,0.6151577,1.3982944,0.3417248,0.4596678,1.9120938,1.1522437,1.1376431,2.3276813,0.3757471,3.6337987,0.6547505,1.2500911,1.2963584,23.5652899
Hackney,Skinners' Academy,136137,N4 1SY,6909,Hackney North and Stoke Newington,E14000720,Woodberry Down,E05009387,E09000012,2046909,01/09/2010,Mixed,363,37.9,State-funded secondary,Comprehensive,No religious character,430,525,957,38,4,5,0.5,0,0,273,28.5,2,0.2,19,2,7,0.7,7,0.7,36,3.8,59,6.2,13,1.4,46,4.8,6,0.6,111,11.6,197,20.6,22,2.3,3,0.3,112,11.7,1,0.1,344,35.9,613,64.1,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,11.7525532,0.3046491,0.3851312,11.5645439,0.0968399,1.2151577,0.9982944,0.6582752,0.1596678,0.5120938,1.4477563,0.0623569,0.1723187,0.6757471,0.7337987,1.5547505,0.3499089,5.5963584,38.2402017
Hackney,Orchard Primary School,100234,E9 7BB,2450,Hackney South and Shoreditch,E14000721,Victoria,E05009386,E09000012,2042450,,Mixed,199,36.3,State-funded primary,Not applicable,No religious character,280,270,548,64,16.4,0,0,0,0,61,15.6,0,0,21,5.4,6,1.5,2,0.5,18,4.6,5,1.3,4,1,38,9.7,1,0.3,41,10.5,89,22.8,15,3.8,2,0.5,20,5.1,3,0.8,204,52.3,186,47.7,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,0.6474468,0.8046491,0.3851312,1.3354561,0.1031601,2.1848423,1.2017056,0.1417248,0.3596678,0.2879062,3.4522437,0.3376431,4.7276813,0.9757471,0.3662013,0.0547505,0.1499089,1.0036416,18.5195075
Hackney,Hoxton Garden Primary,131141,N1 5JD,2898,Hackney South and Shoreditch,E14000721,Hoxton East & Shoreditch,E05009377,E09000012,2042898,01/09/1997,Mixed,115,38.2,State-funded primary,Not applicable,No religious character,165,135,301,20,8.4,2,0.8,0,0,49,20.7,0,0,6,2.5,4,1.7,2,0.8,8,3.4,5,2.1,0,0,16,6.8,3,1.3,14,5.9,66,27.8,11,4.6,3,1.3,28,11.8,0,0,65,27.4,172,72.6,0,0,15.7525532,0.8046491,0.3851312,16.9354561,0.1031601,3.2151577,21.5982944,1.3582752,0.8596678,4.3120938,4.7522437,1.3376431,4.9723187,1.2757471,10.8662013,3.8547505,0.6499089,6.1036416,0.8631065,7.3525532,0.0046491,0.3851312,3.7645439,0.1031601,0.7151577,6.2017056,0.3417248,0.0596678,0.9120938,2.6522437,1.3376431,1.8276813,0.0242529,4.9662013,0.7452495,0.6500911,5.6963584,37.7401085
Hammersmith and Fulham,Ark Burlington Danes Academy,131752,W12 0HR,6905,Hammersmith,E14000726,College Park and Old Oak,E05000253,E09000013,2056905,01/09/2006,Mixed,335,28.7,State-funded secondary,Comprehensive,Church of England,525,640,1167,167,14.9,9,0.8,7,0.6,73,6.5,1,0.1,46,4.1,18,1.6,10,0.9,30,2.7,7,0.6,18,1.6,37,3.3,47,4.2,176,15.7,285,25.4,25,2.2,2,0.2,158,14.1,6,0.5,583,52,533,47.5,6,0.5,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,11.7142455,0.7496757,0.4679906,7.3724674,0.0549676,0.6046203,8.629065,0.0445847,0.7472479,2.1958274,0.3585031,0.153636,1.6584916,0.6185272,9.2889342,0.0591517,0.1673305,3.2006141,48.0858805
Hammersmith and Fulham,St Mary's Catholic Primary School,100350,W14 0LT,3529,Hammersmith,E14000726,Addison,E05000250,E09000013,2053529,,Mixed,51,22.4,State-funded primary,Not applicable,Roman Catholic,115,110,228,35,20.3,4,2.3,1,0.6,31,18,0,0,5,2.9,5,2.9,5,2.9,18,10.5,0,0,0,0,0,0,12,7,15,8.7,27,15.7,4,2.3,0,0,8,4.7,2,1.2,92,53.5,80,46.5,0,0,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,6.3142455,0.7503243,0.4679906,4.1275326,0.1549676,0.5953797,1.070935,1.3445847,1.2527521,5.6041726,0.9585031,1.446364,1.6415084,3.4185272,2.2889342,0.1591517,0.3673305,6.1993859,38.1625897
Hammersmith and Fulham,Kenmont Primary School,100331,NW10 6AL,2350,Hammersmith,E14000726,College Park and Old Oak,E05000253,E09000013,2052350,,Mixed,79,33.5,State-funded primary,Not applicable,No religious character,105,135,236,48,27.3,0,0,0,0,24,13.6,0,0,8,4.5,5,2.8,5,2.8,19,10.8,3,1.7,0,0,1,0.6,4,2.3,14,8,28,15.9,7,4,0,0,8,4.5,2,1.1,107,60.8,69,39.2,0,0,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,0.6857545,1.5496757,0.1320094,0.2724674,0.1549676,1.0046203,0.870935,1.2445847,1.1527521,5.9041726,0.7414969,1.446364,1.0415084,1.2814728,1.5889342,1.8591517,0.3673305,6.3993859,27.6975837
Hammersmith and Fulham,St Peter's Primary School,100352,W6 9BA,3578,Hammersmith,E14000726,Ravenscourt Park,E05000261,E09000013,2053578,,Mixed,28,13.6,State-funded primary,Not applicable,Church of England,105,100,206,69,39.2,1,0.6,0,0,35,19.9,0,0,1,0.6,1,0.6,8,4.5,9,5.1,1,0.6,0,0,0,0,4,2.3,10,5.7,22,12.5,3,1.7,1,0.6,11,6.3,0,0,102,58,74,42,0,0,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,12.5857545,0.9496757,0.1320094,6.0275326,0.1549676,2.8953797,4.270935,0.9554153,2.8527521,0.2041726,0.3585031,1.446364,1.6415084,1.2814728,0.7110658,0.4408483,0.2326695,4.5993859,41.7404123
Hammersmith and Fulham,West London Free School,136750,W6 0LB,4000,Hammersmith,E14000726,Ravenscourt Park,E05000261,E09000013,2054000,07/09/2011,Mixed,138,23.1,State-funded secondary,Comprehensive,No religious character,280,315,597,263,44.1,5,0.8,0,0,95,15.9,0,0,5,0.8,6,1,14,2.3,65,10.9,6,1,5,0.8,0,0,8,1.3,35,5.9,14,2.3,57,9.5,4,0.7,14,2.3,1,0.2,562,94.1,34,5.7,1,0.2,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,17.4857545,0.7496757,0.1320094,2.0275326,0.1549676,2.6953797,14.470935,0.5554153,0.6527521,6.0041726,0.0414969,0.646364,1.6415084,2.2814728,0.5110658,7.3591517,0.3326695,8.5993859,66.3417095
Hammersmith and Fulham,William Morris Sixth Form,133545,W6 8RB,4320,Hammersmith,E14000726,Fulham Reach,E05000255,E09000013,2054320,01/01/2002,Mixed,231,27.9,State-funded secondary,Not applicable,No religious character,475,355,827,94,11.4,5,0.6,0,0,111,13.4,1,0.1,18,2.2,12,1.5,7,0.8,44,5.3,12,1.5,23,2.8,19,2.3,34,4.1,55,6.7,190,23,21,2.5,4,0.5,168,20.3,9,1.1,385,46.6,441,53.3,1,0.1,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,15.2142455,0.9496757,0.1320094,0.4724674,0.0549676,1.2953797,6.229065,0.0554153,0.8472479,0.4041726,0.5414969,1.353636,0.6584916,0.5185272,0.2889342,0.3591517,0.1326695,9.4006141,38.9081673
Hammersmith and Fulham,Thomas's Academy,142256,SW6 4LY,2309,Chelsea and Fulham,E14000629,Town,E05000264,E09000013,2052309,01/09/2015,Mixed,47,21.7,State-funded primary,Not applicable,No religious character,110,105,217,18,12.5,0,0,0,0,23,16,0,0,12,8.3,3,2.1,4,2.8,12,8.3,0,0,1,0.7,3,2.1,1,0.7,6,4.2,34,23.6,2,1.4,2,1.4,20,13.9,3,2.1,59,41,85,59,0,0,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,14.1142455,1.5496757,0.1320094,2.1275326,0.1549676,4.8046203,6.829065,0.5445847,1.1527521,3.4041726,0.9585031,0.746364,0.4584916,2.8814728,2.2110658,0.7408483,1.0326695,3.0006141,46.8436547
Hammersmith and Fulham,Sacred Heart High School,137935,W6 7DG,4620,Hammersmith,E14000726,Hammersmith Broadway,E05000256,E09000013,2054620,01/03/2012,Girls,57,5.9,State-funded secondary,Comprehensive,Roman Catholic,960,0,960,407,42.4,59,6.1,0,0,187,19.5,0,0,5,0.5,9,0.9,18,1.9,24,2.5,9,0.9,0,0,0,0,67,7,17,1.8,52,5.4,17,1.8,6,0.6,41,4.3,42,4.4,786,81.9,159,16.6,15,1.6,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,15.7857545,4.5503243,0.1320094,5.6275326,0.1549676,2.9953797,11.370935,0.6554153,0.2527521,2.3958274,0.0585031,1.446364,1.6415084,3.4185272,4.6110658,0.3408483,0.2326695,6.5993859,62.2697701
Hammersmith and Fulham,Fulham Primary School,100329,SW6 1JU,2286,Chelsea and Fulham,E14000629,Fulham Broadway,E05000254,E09000013,2052286,,Mixed,98,28.7,State-funded primary,Not applicable,No religious character,165,175,341,36,14.8,0,0,1,0.4,32,13.1,1,0.4,9,3.7,8,3.3,1,0.4,9,3.7,0,0,7,2.9,2,0.8,15,6.1,7,2.9,56,23,2,0.8,1,0.4,52,21.3,5,2,97,39.8,147,60.2,0,0,26.6142455,1.5496757,0.1320094,13.8724674,0.1549676,3.4953797,16.770935,1.5554153,1.6472479,4.8958274,0.9585031,1.446364,1.6415084,3.5814728,6.4110658,2.1408483,0.3673305,10.8993859,1.8653504,11.8142455,1.5496757,0.2679906,0.7724674,0.2450324,0.2046203,6.229065,1.7445847,1.2472479,1.1958274,0.9585031,1.453636,0.8415084,2.5185272,3.5110658,1.3408483,0.0326695,10.4006141,46.3281293
